filter,time_1,time_2,time_3,time_4,time_5,time_6,time_7,time_8,time_9,time_10,time_11,time_12,time_13,time_14,time_15,time_16,time_17,time_18,time_19,time_20,time_21,time_22,time_23,time_24,time_25,time_26,time_27,time_28,time_29,time_30,time_31,time_32,time_33,time_34,time_35,time_36,time_37,time_38,time_39,time_40,time_41,time_42,time_43,time_44,time_45,time_46,time_47,time_48,time_49,time_50,time_51,time_52,time_53,time_54,time_55,time_56,time_57,time_58,time_59,time_60,time_61,time_62,time_63,time_64,time_65,time_66,time_67
ON_fast_sustained,0.043043043043043044,1.7217217217217218,1.8293293293293293,1.9584584584584586,2.1521521521521523,2.195195195195195,2.3673673673673674,2.388888888888889,2.4964964964964964,2.561061061061061,2.625625625625626,2.8623623623623624,2.883883883883884,2.926926926926927,3.056056056056056,3.1636636636636637,5.853853853853854,7.962962962962963,7.984484484484485,8.135135135135135,9.03903903903904,9.06056056056056,9.34034034034034,9.706206206206206,9.74924924924925,9.77077077077077,10.136636636636638,10.158158158158159,10.524024024024024,11.105105105105105,12.18118118118118,12.891391391391393,13.407907907907909,13.85985985985986,14.6991991991992,17.303303303303302,17.324824824824827,17.36786786786787,17.38938938938939,17.54004004004004,17.776776776776778,18.07807807807808,18.573073073073072,18.7022022022022,18.745245245245247,19.326326326326328,19.90740740740741,20.48848848848849,20.725225225225227,21.005005005005007,,,,,,,,,,,,,,,,,
ON_fast_sustained,1.6786786786786787,1.7002002002002004,1.7432432432432432,1.850850850850851,1.8723723723723724,2.0445445445445447,2.066066066066066,2.216716716716717,2.25975975975976,2.431931931931932,2.5825825825825826,2.69019019019019,2.840840840840841,2.883883883883884,2.926926926926927,3.056056056056056,3.0775775775775776,3.185185185185185,3.378878878878879,3.421921921921922,3.464964964964965,3.4864864864864864,3.551051051051051,6.671671671671672,7.941441441441442,8.285785785785786,8.371871871871873,9.082082082082083,9.125125125125125,10.158158158158159,10.2012012012012,10.545545545545545,10.868368368368369,11.492492492492493,11.75075075075075,11.901401401401401,13.945945945945946,15.603103103103104,15.99049049049049,16.227227227227228,18.035035035035037,18.12112112112112,18.766766766766768,18.78828828828829,19.304804804804807,19.34784784784785,19.433933933933936,19.54154154154154,19.97197197197197,20.273273273273276,20.66066066066066,,,,,,,,,,,,,,,,
ON_fast_sustained,1.6786786786786787,1.7432432432432432,1.936936936936937,2.0015015015015014,2.0230230230230233,2.2382382382382384,2.25975975975976,2.5180180180180183,2.5395395395395397,2.5825825825825826,2.711711711711712,3.056056056056056,3.0775775775775776,3.335835835835836,3.4434434434434436,3.464964964964965,7.317317317317317,8.113613613613614,8.135135135135135,8.264264264264265,8.414914914914915,9.254254254254255,9.706206206206206,10.093593593593594,10.17967967967968,10.911411411411411,11.083583583583584,11.16966966966967,11.406406406406406,11.427927927927929,11.72922922922923,12.396396396396398,12.43943943943944,12.525525525525525,13.816816816816818,15.172672672672673,15.237237237237238,15.581581581581583,16.076576576576578,17.71221221221221,18.723723723723726,18.766766766766768,18.91741741741742,19.34784784784785,19.455455455455457,,,,,,,,,,,,,,,,,,,,,,
ON_fast_sustained,1.6786786786786787,1.7217217217217218,1.9584584584584586,2.066066066066066,2.109109109109109,2.1736736736736737,2.2382382382382384,2.345845845845846,2.388888888888889,2.431931931931932,2.4534534534534536,2.69019019019019,2.7977977977977977,2.9054054054054057,3.1636636636636637,3.206706706706707,3.551051051051051,7.059059059059059,8.07057057057057,8.264264264264265,8.414914914914915,9.146646646646646,9.168168168168169,9.18968968968969,9.254254254254255,10.115115115115115,10.136636636636638,10.524024024024024,11.686186186186186,12.43943943943944,14.44094094094094,17.54004004004004,17.94894894894895,18.14264264264264,18.594594594594597,19.24024024024024,19.326326326326328,19.39089089089089,19.41241241241241,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ON_fast_sustained,1.0545545545545545,1.7002002002002004,1.7217217217217218,1.7432432432432432,1.8723723723723724,2.0445445445445447,2.109109109109109,2.216716716716717,2.2382382382382384,2.3028028028028027,2.3243243243243246,2.431931931931932,2.4964964964964964,2.5180180180180183,2.6471471471471473,2.711711711711712,2.883883883883884,2.9054054054054057,3.0990990990990994,3.206706706706707,3.3573573573573574,6.21971971971972,6.757757757757758,7.618618618618619,8.35035035035035,9.146646646646646,9.232732732732734,9.641641641641641,10.158158158158159,10.244244244244245,10.502502502502503,10.567067067067068,10.846846846846848,11.406406406406406,11.514014014014014,15.40940940940941,16.11961961961962,16.52852852852853,16.57157157157157,16.93743743743744,18.035035035035037,18.723723723723726,18.78828828828829,19.39089089089089,19.455455455455457,19.735235235235237,20.48848848848849,20.61761761761762,,,,,,,,,,,,,,,,,,,
ON_fast_sustained,0.0,1.7002002002002004,1.7647647647647648,1.7862862862862863,2.0015015015015014,2.0230230230230233,2.7762762762762763,3.0130130130130133,3.0345345345345347,3.0990990990990994,3.185185185185185,3.4864864864864864,6.800800800800801,9.103603603603604,9.641641641641641,10.093593593593594,10.136636636636638,10.158158158158159,10.17967967967968,10.2012012012012,10.45945945945946,10.502502502502503,10.524024024024024,10.868368368368369,11.19119119119119,11.6001001001001,11.72922922922923,12.547047047047048,13.128128128128129,15.28028028028028,15.495495495495495,17.324824824824827,18.766766766766768,18.78828828828829,18.83133133133133,19.41241241241241,20.4024024024024,21.47847847847848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ON_fast_sustained,1.6571571571571573,1.7002002002002004,1.7217217217217218,1.7647647647647648,1.807807807807808,2.0230230230230233,2.0445445445445447,2.1521521521521523,2.3243243243243246,2.625625625625626,2.711711711711712,2.8623623623623624,3.1421421421421423,3.24974974974975,3.3573573573573574,3.5295295295295297,4.584084084084084,5.423423423423424,8.04904904904905,8.307307307307308,9.03903903903904,9.21121121121121,9.663163163163164,9.684684684684685,10.093593593593594,10.158158158158159,10.567067067067068,10.846846846846848,10.868368368368369,10.932932932932934,12.267267267267268,14.57007007007007,15.172672672672673,15.96896896896897,17.066566566566568,18.12112112112112,18.55155155155155,18.573073073073072,19.304804804804807,19.39089089089089,19.433933933933936,19.455455455455457,,,,,,,,,,,,,,,,,,,,,,,,,
ON_fast_sustained,0.9469469469469469,1.7432432432432432,1.7647647647647648,1.9584584584584586,2.1521521521521523,2.1736736736736737,2.4534534534534536,2.561061061061061,2.604104104104104,2.6686686686686687,2.754754754754755,2.7762762762762763,2.96996996996997,3.1421421421421423,3.185185185185185,3.2927927927927927,3.464964964964965,8.156656656656656,8.22122122122122,8.307307307307308,8.393393393393394,9.06056056056056,9.168168168168169,9.706206206206206,10.093593593593594,10.567067067067068,10.846846846846848,10.868368368368369,11.406406406406406,11.44944944944945,11.492492492492493,12.138138138138139,12.331831831831833,12.977477477477478,13.945945945945946,15.68918918918919,15.818318318318319,16.033533533533532,17.43243243243243,18.056556556556558,18.83133133133133,20.63913913913914,20.76826826826827,20.854354354354356,,,,,,,,,,,,,,,,,,,,,,,
ON_fast_sustained,1.6571571571571573,1.6786786786786787,1.7002002002002004,1.7432432432432432,1.7862862862862863,1.8293293293293293,1.8723723723723724,1.8938938938938938,1.9154154154154155,2.130630630630631,2.1521521521521523,2.25975975975976,2.345845845845846,2.4534534534534536,2.5180180180180183,2.9484484484484486,3.0775775775775776,3.0990990990990994,3.4004004004004007,3.551051051051051,6.176676676676677,7.984484484484485,8.092092092092093,8.178178178178179,8.32882882882883,8.457957957957959,9.082082082082083,9.125125125125125,9.232732732732734,9.598598598598599,10.524024024024024,10.545545545545545,10.567067067067068,10.825325325325325,11.148148148148149,13.128128128128129,14.16116116116116,15.25875875875876,15.56006006006006,15.904404404404405,17.324824824824827,17.97047047047047,18.056556556556558,18.745245245245247,19.24024024024024,19.455455455455457,20.61761761761762,20.983483483483486,,,,,,,,,,,,,,,,,,,
ON_fast_sustained,1.6786786786786787,1.7002002002002004,1.7217217217217218,1.7432432432432432,1.7647647647647648,1.7862862862862863,1.807807807807808,1.9154154154154155,1.9584584584584586,2.1521521521521523,2.2382382382382384,2.4104104104104103,2.431931931931932,2.5395395395395397,2.69019019019019,3.0990990990990994,3.1421421421421423,3.206706706706707,6.800800800800801,7.145145145145145,7.597097097097097,7.855355355355355,8.092092092092093,8.307307307307308,8.35035035035035,8.414914914914915,9.125125125125125,9.146646646646646,9.727727727727729,9.74924924924925,9.77077077077077,10.2012012012012,10.545545545545545,10.567067067067068,14.57007007007007,14.6991991991992,15.99049049049049,16.205705705705707,16.915915915915917,17.453953953953956,17.94894894894895,18.0995995995996,18.723723723723726,19.304804804804807,19.34784784784785,20.036536536536538,20.38088088088088,20.466966966966968,,,,,,,,,,,,,,,,,,,
