0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
0.0,343.5101478599298,349.37854474835564,300.9874149064477,391.9328894418894,348.60400368727215,315.7076718575857,316.67760145670417,281.3245801684608,314.7903309088914,507.486507646419,421.73900779144725,437.93965690613277,470.18967039129916,450.6977877951962,513.332490676429,498.44001129191383,460.94305319125294,495.7266182411238,484.460393514045,386.1495243177802,358.3305154566533,418.62262074232314,343.27984935019475,380.3120928158874,376.77668968681684,333.0460141737732,380.0866815201728,303.24177066739776,385.689980577935,428.7752809297452,475.60135135890863,478.61689651901537,425.8956084641769,500.7280323029551,487.9727151118104,451.94301684131085,442.85044223261593,490.0071255286804,481.71892763579126,319.5455412292929,355.81631411487325,368.2282549164681,380.4702368087424,312.8265122470726,406.3634164637128,341.5430601367498,370.9946833099539,349.1307276111405,371.1810260942293,413.76160462317614,394.9820806245956,441.1597197525522,440.1276356936644,474.27858294948817,395.3620856270511,454.38145579445404,404.53887894155565,451.90080764074287,415.41039556130846,331.21746283596707,349.47178717797794,403.87374329864684,386.0629375694191,341.8758796413285,456.28984027302647,327.0236739591237,319.6853463113886,271.72396120393387,304.6035236401849,454.0269564468641,465.1658104687494,494.23911801995496,471.9313619165724,453.38221445431094,414.52401548896717,428.3867769742116,391.3989430365052,418.34966696928626,413.6353181600114
343.5101478599298,0.0,255.60301873753062,280.74932156925985,234.70008216739674,287.4824897501067,329.25690660361863,256.93147438554365,266.1297465400468,253.42344293045332,509.69196340412486,499.99962023210804,524.5002986553143,459.2975715691666,486.31029464732904,471.69020789533636,424.11757965979035,524.785433250787,489.5190581296559,479.9922417521965,363.4917261073151,365.82938586665244,293.19340149280373,354.2993151753975,374.95976145720954,368.96374099717667,390.55778486162086,336.42486097780255,356.55317135092196,343.9379884838756,500.1918155308664,466.6939113587125,441.06176186478336,526.5099885463572,466.64524683491516,494.4419176728196,500.97892070771644,417.40483899735574,442.18319214877516,460.07610209675636,419.4360032023704,333.5048829693877,330.1363040273406,396.4783150204551,339.6981167676044,400.9714850722571,341.3650754385847,392.8222272316293,423.7083354248546,387.76024090363154,435.3295094128367,396.93812925786125,424.84628219936513,428.7539977946863,417.6323598190205,340.5159373981932,423.00163625080063,372.6609106278746,392.80302835226433,349.4843681866547,340.9705558590295,389.8026006670987,316.6578733723453,369.66998889073017,331.47594508265206,353.0071695436716,308.59404902153784,449.6541151281774,283.1347289595627,407.47397898984576,413.9058765441337,426.8234554646555,375.42627130342515,463.53099236742156,431.54059843906293,398.3614181577351,440.48935222863776,439.68896668074996,447.68650130289535,398.8785329455282
349.37854474835564,255.60301873753062,0.0,251.97427094000244,312.949397765097,261.76467601211607,299.66973160114713,265.81256250785947,301.17384409408726,311.4321343649533,457.47697705677774,519.6355003463023,482.9943468523396,430.0132688395632,459.43013117653624,469.20251811592016,447.50362908335,489.8397466228244,436.19185937665935,459.35492203599046,297.5666734900387,327.24257224361185,271.6303309334029,341.94870832726554,360.7039943617868,326.6161607324241,312.817054746453,296.68679961373044,318.8053035245559,383.9621525771644,441.04950113357427,472.0133036441516,503.50213005582555,477.90562396928874,540.5819647008218,501.9677684801284,477.58028956195926,409.4531211884876,413.4112030914704,485.8774670259991,349.90271013603603,340.0077006808655,305.3023659942839,385.52866807980126,379.25368020491425,384.23420993451873,243.89562457311024,397.20998232470066,362.5986694798787,350.5605636156111,410.7488058096712,436.8572364771888,420.7372160938822,390.1345160380869,420.9411291081801,401.22495102950637,365.1454725269034,381.34510096700353,379.61211667069347,304.025020482889,331.1403827094877,381.6004948397341,343.7191743973563,327.1468143711259,314.8905863916403,318.14704850342133,345.06672223408674,399.74821546222915,304.5872165929719,357.07238787178244,425.61599505046206,416.7779940419806,432.3852883877881,454.6704745981788,381.2229760673713,391.3511505976832,431.06829019363755,367.8650357376456,454.89913533131363,414.7643037872273
300.9874149064477,280.74932156925985,251.97427094000244,0.0,338.270041070976,293.18638709619756,270.6426040364548,313.55031204911955,321.5946650065344,257.46125598746823,477.63117484142924,515.8962606761331,494.38205883335485,494.98359813978925,421.24452345705805,467.26043783748526,491.2172319692617,447.37124508297705,482.0107465067527,469.75197134623045,259.4475093015695,314.36151565699026,279.88721785751625,277.7061221043042,358.71747512187255,394.82331332765943,240.74267838034626,325.67296217461563,250.54337027474625,415.9065542653436,454.33106758096477,466.4428833937368,466.29789928217144,397.8917909032954,525.0410854560058,496.0281984787211,479.3201209108717,339.90973356396427,403.66669658289476,501.9073398360453,328.5383079759253,375.6223964187064,334.1970462061847,361.99396785501045,394.79839669053484,388.76592970231684,319.38393173534524,401.31454916669503,375.94976956798615,348.54847118249023,445.68602527921996,432.453462233233,432.7901733716235,394.2853565416639,427.1066695724973,411.57113619704677,386.47868668000734,445.16649361722534,373.8235641704982,341.85800788222787,355.84122641585157,394.2940146268437,316.18944336161553,344.39349884050125,323.14970215327037,381.52193283511843,353.4595257946401,339.1973056128531,345.592355628102,343.91397894342805,405.0342388301528,474.12726096289526,451.66979820115864,408.6436124686269,396.49469099436266,423.2094505314719,367.099196607795,380.8179563267883,455.48464464149134,363.52909253427003
391.9328894418894,234.70008216739674,312.949397765097,338.270041070976,0.0,288.2047318183382,330.6403369333255,326.5867826030427,281.2925752382246,244.3231286562084,523.916074774189,495.03594419554673,507.8078300758073,509.7997587709543,515.8819821262097,527.0182767740872,440.4864305729601,545.7114294076355,477.5330585374879,446.2458013728354,412.81885126099104,345.2764716438753,301.70512434612397,371.4334599435815,393.8862664758937,372.99264676554793,417.42652452062015,364.6121364260865,361.83652065913344,342.04736576324376,525.7338405161072,524.9794491999329,409.9850421192664,565.5962955313045,464.2722999144347,466.77410721458034,471.03257321633964,503.97159922013094,432.25513033549277,493.44560573888884,460.3346919555486,349.45434546619424,280.48470699556964,362.84236755634134,363.64875664440353,381.45474012379555,353.2586495776885,362.74383523315606,409.48564419319194,353.98616556548774,456.1723084143084,397.55914193720673,407.8131885741067,426.16132881546986,389.84813539195954,387.20146291053544,458.4137625925117,390.52451365518823,429.19496742456755,427.3531556783761,378.35851771897,382.88934485512203,268.75528126000995,391.2968128108027,349.3458490237018,309.06736738471255,332.7238266702967,417.68258142156867,294.5575162705354,459.83413800749645,388.8495282520597,469.6294829134669,390.76228625783233,441.90820652502725,476.04590740201076,445.25886046917833,460.2849113948647,497.9766352890675,456.02024230666717,455.69126971091373
348.60400368727215,287.4824897501067,261.76467601211607,293.18638709619756,288.2047318183382,0.0,348.0710097814285,312.763717499778,275.52580318537395,326.14960672407165,461.2329211270294,448.08093058407457,422.3078468574578,450.32952676619203,479.6801007997785,483.22450177277346,399.3152833229727,464.0898447778377,453.18545724388554,426.8338923114308,318.3754667924127,350.1960142828944,342.6445812637963,344.9857789731475,409.8123039094572,384.991032060106,345.1206348483354,326.2365037240087,347.0710706309814,360.8346876238081,411.69153307950586,479.56624794295783,420.7631971660401,439.6876337631201,445.887314324408,449.15963047863465,420.6747997461561,437.97617165332855,389.74889662979035,441.13384701440657,292.11860483997657,311.08794733192826,260.9652968020798,416.7279703452766,376.95301995914195,385.15492315367294,255.01103305650338,344.3891679202029,350.18930342335364,333.5020237877445,411.5302301879189,460.87511403917426,416.85509741622786,459.5808323509233,407.23253305779355,380.84391754028945,376.481469001641,391.93057021731676,435.17610636987064,348.62027863852444,392.7721080616979,377.3464696828081,306.05625944957234,424.56071725398726,395.6684053329585,352.9391066739135,357.3216776712431,364.1300426869676,314.56529440000685,403.6314920029277,318.11392657928303,339.07445897621824,421.2501301220909,431.3343987853098,393.62394718635016,426.6034267594198,412.40273256514763,385.4311211038301,385.092008886283,412.2422756028166
315.7076718575857,329.25690660361863,299.66973160114713,270.6426040364548,330.6403369333255,348.0710097814285,0.0,324.1590738118425,316.23268300942584,303.72994906232736,449.54398495070296,468.2301893403935,395.31632428379635,445.9430743968894,373.87298603064966,402.56172046138516,490.98819492500263,447.2361124534436,440.5064971405168,458.3579040812906,354.9731250144195,361.23577189703303,369.4036204725453,336.70794640681186,325.4383934499038,375.81307731970435,369.95689419117656,379.76809095936915,369.98631877345434,381.3340404257299,364.6772082861503,466.4433480648818,419.6865751804217,404.1130182763724,518.3499743547062,436.6507754100534,430.9402832633047,357.1756164593695,365.58770256530096,418.8253069669507,363.3529214241049,297.84929882880255,336.0855398377479,305.1402405670372,297.2039439526647,371.4964054690797,278.08572118379215,409.4225690154644,295.73317804115396,307.1782943616294,415.5831890164698,384.14099453545117,408.72238443268367,389.7414544449041,380.54535004996103,356.7987857157893,386.18896389540976,375.83328107190897,371.72636275800556,393.6677482436678,354.800157618648,328.5304633518964,343.901441733127,340.06830899111276,285.237684372962,382.19763758562385,325.2908506150121,322.3941862332671,335.9332440646032,321.83871629955655,359.93496494020025,466.42997073888597,414.80525000743313,363.0181745315822,459.6930254762809,403.88846243839066,396.1946963999894,415.0234633723949,405.8807548151844,393.05079929741726
316.67760145670417,256.93147438554365,265.81256250785947,313.55031204911955,326.5867826030427,312.763717499778,324.1590738118425,0.0,278.3957765220511,323.17791528702975,481.2992272700455,470.69325958426043,434.0570151357179,445.7967303566,431.0412103744109,403.7368784238118,429.706850843509,495.6501954263488,494.23973429009936,473.3721774746688,345.3220263905508,300.04156073966766,326.97514915263497,371.6871093335949,362.56800952113775,397.46521995191284,379.66460035147446,293.07365133307167,355.9740766203989,367.3792265174418,472.58099570868916,494.6774989547863,502.19744767244663,415.63541107044534,509.11745729147464,478.8457304930616,446.1300810113677,437.1591543636004,423.13813935456,443.11320589925566,402.0374120274007,386.8875298645014,356.3341557231905,375.69013350850673,323.42035228847635,447.8132941070181,312.11831080265546,402.7286630780847,362.2460670686584,362.88844529331357,417.16660924561126,440.06952245910344,434.37086093742056,418.82018056894333,468.1393645183015,424.47804872606133,420.22219511551,418.55285791179017,346.4874623819587,275.9508170883747,360.6960225032396,379.09144997927893,399.6436033749366,343.09895071740647,385.68238371474445,398.06075139533965,355.74228591098574,410.5978923047386,330.7017761552326,431.59204172980816,419.4374114302767,448.6387846766484,467.41640850700315,478.04835493659533,394.67936549188494,409.0230976578548,456.090062765687,388.46890181950124,409.8452664785397,405.4808834161387
281.3245801684608,266.1297465400468,301.17384409408726,321.5946650065344,281.2925752382246,275.52580318537395,316.23268300942584,278.3957765220511,0.0,301.86206252217175,491.558124778622,497.8921635389644,421.7707530288195,436.6435062918295,455.0536081892593,472.49176684260544,439.82521921985216,519.0032534223882,460.10647180887116,476.5419542296488,357.05449850783924,386.9582028807084,356.6616859583299,363.026841639665,355.57833839593343,341.14904551088875,353.28648738262973,318.38326224338743,280.1760611547978,323.321707013177,463.92002078303415,450.91995316299824,466.80457910235305,473.72249075508927,527.2247959968947,434.25009575487724,420.9010392721943,423.17056689564697,385.9452043683924,479.3788040104355,387.92289529428626,335.521430544465,328.64999389259134,347.59069389969164,341.3637568908448,407.14532620270023,291.89525821768547,383.44293473332834,374.2190953017257,395.6073048879194,384.0566460569755,391.0286266323673,451.1628196345122,434.3021268301659,435.396842038222,367.62749985983913,409.6535892264704,398.9696590026217,416.85791402496693,341.61775553950645,314.7394760186737,312.39578373564314,335.18820999421166,355.13858743557324,348.3167728989656,371.4467718115588,301.4269449607503,325.1364618134658,254.0854142043611,402.13282442532073,370.9699944238793,398.4090040838154,426.02262187573564,478.28061653219294,430.94586213176524,428.8280984604122,435.38875874698664,389.4432769978979,395.89427162385124,438.81546961471315
314.7903309088914,253.42344293045332,311.4321343649533,257.46125598746823,244.3231286562084,326.14960672407165,303.72994906232736,323.17791528702975,301.86206252217175,0.0,531.8391593985816,542.8735911691265,513.8029292511126,554.8708917704178,479.678342948067,544.8292174599704,499.3070285602653,505.0578609609993,517.8525894329775,467.392989797531,343.31180792415665,372.1166954206984,293.76719938480716,312.3843797095422,394.6329289209126,403.61458446334086,363.1052609894056,337.6437388627966,319.28809379834513,435.7775762345573,518.7571888654327,478.3135560554412,423.93735672542306,520.6044856002145,498.8666968053154,492.1420366489919,519.0882639621054,463.8272232086812,409.63182553504595,502.7623507814016,396.03874293500957,382.7423727307623,335.79123350658676,379.0258787288181,399.3447609449284,414.75396878645313,342.99951582572237,391.3335404709027,433.7672356728391,357.53768490780806,484.55587794790347,446.422511663497,437.3079997594809,458.07814524264944,462.0356450463755,428.16783024357727,460.5442118824261,460.4295621835095,409.18878331161056,389.7440628357325,351.45879833998424,361.81995927874044,258.3585224832893,395.6720221526258,376.75670143736113,377.00965381029965,341.39140723143794,403.7539076082175,244.1624002456054,422.80474423546286,438.50598091166535,489.2453989466122,431.8770126245086,397.58403436097933,486.2402293575365,451.6626554283311,418.8162278160129,444.29141888544586,450.1396526179996,441.98559272473165
