0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0.0,146.61691901180646,139.0782609570331,126.95938616247395,152.9090658836133,258.9354146571363,247.67300152655324,242.71610287220219,264.0965262349033,268.1695150289757,162.06366372975216,215.70375520784543,213.5736266243012,181.18121546278442,194.28083353875252,227.88942495706544,269.96779725178595,228.8777749768667,242.1891147141357,267.4788532469569,192.19302164721648,168.7713758141824,184.5530387708819,222.8824775068194,179.16407789748675,201.48823154696035,234.1811975653613,199.2791106482774,216.16629918566048,230.78574258357284,196.88548934021225,184.81758532537444,200.90480573118091,177.46271239830187,196.37613014326348,206.42480699374906,248.2157214332114,209.1113586272638,262.58874399203916,205.82890549870476
146.61691901180646,0.0,147.8466485479336,173.1790843318596,177.48352076462314,226.84295778538993,260.5710419400556,257.0182873146738,235.33582399946522,233.0195954117054,199.84312055720062,195.6358246175598,205.90502591682903,229.8628865180945,228.8919196552082,233.05696373914103,245.22866179305535,234.69329023105837,217.87451640280204,221.8615268932552,204.10842517721505,175.8654217378066,206.25351842488476,206.19391544412127,200.5229745503719,204.25768851330636,212.03903512883994,197.00252994265867,229.8217931253339,229.3988848394293,200.12124180863808,208.32522160562704,205.3020154763104,200.79888802406808,208.05029500618963,239.09334867212053,236.2239245996429,214.4167751157113,227.09380865436165,212.58121921815754
139.0782609570331,147.8466485479336,0.0,161.8065524812106,167.91468203893433,260.63699529491987,268.3841811842395,257.78069431440804,245.89081908482717,270.10657130166334,165.58922341402877,211.86846006935096,192.00701031065492,192.85649604100604,221.91930987467572,253.278041331854,272.1801614280897,245.2895241120666,218.31812859822585,253.98922485594633,229.73517054900992,201.9567901400131,215.18409123504898,223.11246560145736,200.16698593505532,221.16557041393398,237.55024565391847,218.99340518897597,216.46081210614258,221.4287658753168,187.50901148234485,195.31741115130885,228.31133235344535,191.86396578025983,157.12315845421168,228.1298831406366,221.23519095513112,208.78430144483153,243.3281151602088,200.5813166832914
126.95938616247395,173.1790843318596,161.8065524812106,0.0,139.42046254859096,249.5382752631925,255.12215721520903,259.0986700554152,241.34349625405858,254.79005674780038,163.8803145103619,217.258317758573,188.75429245080875,166.64723726457868,219.99702786708085,248.74839655290313,244.71369646905228,249.99950585402922,270.34567027026196,255.3895398712985,217.30635594249108,166.40307851463263,182.20563175375096,183.38032374023382,189.86673894457095,193.3166302259166,241.94046825725906,222.8922336644548,208.80524011826662,219.81822284274682,186.02292150363147,189.62235439584734,227.4279823793178,188.0138576692885,210.57145200057187,218.14473816429705,236.26593176555724,201.69553385673444,259.9119452239187,197.08255684088806
152.9090658836133,177.48352076462314,167.91468203893433,139.42046254859096,0.0,241.9610974391299,254.11316729476002,258.17152633248656,252.93917522040854,279.43516824286405,160.09423581401256,199.62153915404738,185.77612146451844,176.08290304683513,227.27879125385698,257.5818738322281,273.26161024226883,251.28910946283742,263.5772574235235,227.16945622226964,213.2967450592818,174.10338991849866,167.2686430876703,209.15864607957727,198.15571781983218,212.35666283143925,206.07854249606737,223.73329117644593,186.4811867906907,233.26631112921837,208.16181173484193,185.0551281571569,224.8940937961056,165.00570363183434,215.12582088369803,240.9514016953517,212.0834491781523,207.40333051464913,238.98490381720086,199.64214930614855
258.9354146571363,226.84295778538993,260.63699529491987,249.5382752631925,241.9610974391299,0.0,168.0636396806786,179.94541616896998,190.82344984354768,188.41346236158046,250.754294113693,201.06249559655672,250.45716045429106,238.3739915283092,234.11118894199436,222.06217798474796,236.9979228526902,219.74600678049077,224.29191135021307,194.8384229607118,252.46538716959552,247.080647901724,244.2020982566281,231.48497461631922,225.0382320640735,191.85277919236597,172.41123386091,171.67518919790405,191.0869585214446,194.41275144375538,244.63205218724596,249.49089960629223,233.4947463749755,235.25481521537657,243.7414662485729,206.7933918064135,217.96709124061022,202.5478825068805,214.54953841432896,213.205766034851
247.67300152655324,260.5710419400556,268.3841811842395,255.12215721520903,254.11316729476002,168.0636396806786,0.0,178.09745906428893,180.1066272295202,159.6756811290146,264.2811023397998,254.8260513894753,259.34197043181354,225.45188956162787,230.58363728602598,204.445545748202,219.50425282814314,199.7191317398868,186.08848042869047,206.1792051197496,209.44931874604737,216.41227584467364,230.7474935482563,238.3505001207499,233.95746788669373,200.5185179769555,191.8956583313434,168.5891985957755,182.67533172635675,200.25378145008514,213.12239927402865,211.20472588246037,209.707486429276,231.01419001423795,236.35501492917257,166.4612870722487,212.72274227488825,186.03151618741606,196.05937388594344,218.76290956964732
242.71610287220219,257.0182873146738,257.78069431440804,259.0986700554152,258.17152633248656,179.94541616896998,178.09745906428893,0.0,185.31423674707915,189.88279018317613,248.73069919304504,237.3222070304334,247.7695581811469,220.79576588429566,226.84832290527012,210.31514028091993,213.49097880088954,176.03347029867652,219.44617574230668,191.56232199220952,249.46005584230477,241.53937177323684,215.28617101903046,204.17730809975325,225.6395584433387,180.92907064619388,206.1767413632857,160.20489359738093,214.78182787085004,176.45012139139294,230.2411619685729,227.61349919772698,225.91867833083066,270.1189902128667,225.93071567633183,213.90922134245818,193.6722289480478,224.200639827855,195.80145004980864,237.22094176145765
264.0965262349033,235.33582399946522,245.89081908482717,241.34349625405858,252.93917522040854,190.82344984354768,180.1066272295202,185.31423674707915,0.0,185.56888985990975,225.05862979864196,252.42875691720266,252.28602421620985,247.11529051738202,261.31104772220414,220.92971824727397,213.70594966161855,224.51034627272048,185.2471999047445,209.63563711322846,239.99820645618303,228.06143531122413,226.98111670134398,195.11610216113746,246.7822035543449,192.83978535427113,206.58275757625515,192.122814155937,218.69762361858216,205.51597584014735,181.90460101412802,191.2265282600369,235.720072181247,246.19534430463963,207.25344007132247,212.38384841375353,196.95364739114785,201.99082124912928,202.9830479105032,202.9203850507796
268.1695150289757,233.0195954117054,270.10657130166334,254.79005674780038,279.43516824286405,188.41346236158046,159.6756811290146,189.88279018317613,185.56888985990975,0.0,273.466454822307,238.6200719955155,236.48083381360286,234.92273941372184,244.05253095645543,184.96394339371727,193.80205148655983,198.42869948860044,202.74798353118723,189.7316461723713,232.54825194566422,220.64234173294741,241.64320476557836,219.20930916467339,216.82473607781026,219.07413819900407,192.0353169620656,203.88285840110885,205.4712579279712,194.49770178661495,254.65053945828407,264.40901369209223,236.13072941453763,267.5498030158695,251.00320203387088,185.70386476127163,225.48448696940466,213.61928469650854,203.8712239491622,190.47590208131004
