filter,clusters_mean_isi_spike,clusters_isi,clusters_spike
OF_fast_sustained,1,3,1
OF_fast_transient,1,1,3
OF_fast_transient,1,1,6
OF_fast_transient,1,3,6
OF_fast_transient,1,9,6
OF_fast_transient,1,2,6
OF_fast_transient,1,2,6
OF_fast_transient,1,2,6
