filter,clusters_mean_isi_spike,clusters_isi,clusters_spike
ON_fast_sustained,5,6,5
OF_fast_sustained,2,6,1
ON_slow_sustained,4,6,4
ON_slow_sustained,4,6,4
ON_slow_sustained,6,6,8
ON_slow_sustained,4,6,4
OF_slow_sustained,2,6,1
OF_fast_transient,5,6,5
ON_slow_transient,7,6,7
ON_slow_transient,6,6,8
OF_slow_transient,3,6,2
OF_slow_transient,2,6,1
OF_slow_transient,3,6,2
