filter,clusters_mean_isi_spike,clusters_isi,clusters_spike
OF_fast_sustained,3,1,1
OF_fast_sustained,3,8,1
OF_fast_sustained,3,3,1
OF_fast_sustained,3,9,1
OF_fast_sustained,3,1,1
OF_slow_sustained,3,4,2
OF_slow_sustained,3,9,2
OF_slow_sustained,3,1,2
OF_slow_sustained,3,5,3
OF_slow_sustained,3,4,2
OF_fast_transient,3,2,3
OF_slow_transient,3,8,3
OF_slow_transient,3,6,2
OF_slow_transient,3,8,2
OF_slow_transient,3,6,2
OF_slow_transient,3,5,3
OF_slow_transient,3,1,3
OF_slow_transient,3,1,3
