filter,clusters_mean_isi_spike,clusters_isi,clusters_spike
OF_slow_sustained,3,4,2
OF_slow_sustained,3,9,2
OF_slow_sustained,3,1,2
OF_slow_sustained,3,4,2
OF_slow_transient,3,6,2
OF_slow_transient,3,8,2
OF_slow_transient,3,6,2
