filter,clusters_mean_isi_spike,clusters_isi,clusters_spike
ON_fast_sustained,4,3,4
ON_slow_sustained,4,6,4
ON_slow_sustained,4,7,4
ON_slow_sustained,4,4,4
ON_slow_sustained,4,6,4
ON_slow_sustained,4,9,4
ON_slow_sustained,4,6,4
ON_slow_sustained,4,7,4
